aid,sid,cid,acname,acvalue_uM,aidname,cid_1,patentid,cid_2,inchi,inchikey,cmpdsynonym,smiles,exp_type
10853612,,CHEMBL2021002,pIC50,5.045757490560675,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(C(=O)NC3CC3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,displacement
10853664,,CHEMBL2021003,pIC50,5.522878745280337,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(C(=O)NC3CC3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,antagonist activity
10853665,,CHEMBL2021003,pIC50,4.494850021680094,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(C(N)=O)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,antagonist activity
10853613,,CHEMBL2021002,pIC50,4.638272163982407,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(C(N)=O)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,displacement
10853614,,CHEMBL2021002,pIC50,5.0,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(C(=O)C3CC3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,displacement
10853666,,CHEMBL2021003,pIC50,4.853871964321762,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(C(=O)C3CC3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,antagonist activity
10853667,,CHEMBL2021003,pIC50,3.214670164989233,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(N)CC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,antagonist activity
10853615,,CHEMBL2021002,pIC50,3.8239087409443187,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(N)CC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,displacement
10853616,,CHEMBL2021002,pIC50,4.657577319177793,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(N)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,displacement
10853668,,CHEMBL2021003,pIC50,4.096910013008056,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(N)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,antagonist activity
10853671,,CHEMBL2021003,pIC50,4.0915149811213505,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(N3CCCC3)CC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,antagonist activity
10853619,,CHEMBL2021002,pIC50,4.698970004336019,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(N3CCCC3)CC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,displacement
10853620,,CHEMBL2021002,pIC50,3.58838029403677,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(N3CCCC3)CC2)nc2ccc(NC(=O)C(C)Oc3ccc(Cl)cc3)cc12,displacement
10853672,,CHEMBL2021003,pIC50,3.396855627379818,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(N3CCCC3)CC2)nc2ccc(NC(=O)C(C)Oc3ccc(Cl)cc3)cc12,antagonist activity
10853621,,CHEMBL2021002,pIC50,2.0,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(N3CCCC3)CC2)nc2ccc(NC(=O)C(C)(C)Oc3ccc(Cl)cc3)cc12,displacement
10853673,,CHEMBL2021003,pIC50,2.0,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(N3CCCC3)CC2)nc2ccc(NC(=O)C(C)(C)Oc3ccc(Cl)cc3)cc12,antagonist activity
10853674,,CHEMBL2021003,pIC50,3.9208187539523753,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(N3CCCC3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,antagonist activity
10853622,,CHEMBL2021002,pIC50,4.508638306165727,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(N3CCCC3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,displacement
10853623,,CHEMBL2021002,pIC50,5.221848749616356,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(N3CCOCC3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,displacement
10853675,,CHEMBL2021003,pIC50,4.795880017344075,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(N3CCOCC3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,antagonist activity
10853676,,CHEMBL2021003,pIC50,5.3979400086720375,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(N3CCCC3=O)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,antagonist activity
10853624,,CHEMBL2021002,pIC50,4.721246399047171,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(N3CCCC3=O)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,displacement
10853625,,CHEMBL2021002,pIC50,3.625251653989896,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(C)(O)CC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,displacement
10853677,,CHEMBL2021003,pIC50,3.0824944904474534,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(C)(O)CC2)nc2ccc(NC(=O)COc3ccc(Cl)cc3)cc12,antagonist activity
10853678,,CHEMBL2021003,pIC50,3.415668775632469,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,CCC1(O)CCN(c2nc(C)c3cc(NC(=O)COc4ccc(Cl)cc4)ccc3n2)CC1,antagonist activity
10853626,,CHEMBL2021002,pIC50,3.6819366650372385,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,CCC1(O)CCN(c2nc(C)c3cc(NC(=O)COc4ccc(Cl)cc4)ccc3n2)CC1,displacement
10853627,,CHEMBL2021002,pIC50,3.9355420107730814,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,CCC1(O)CCN(c2nc(C)c3cc(NC(=O)COc4ccc(OC(F)(F)F)cc4)ccc3n2)CC1,displacement
10853679,,CHEMBL2021003,pIC50,4.229147988357855,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,CCC1(O)CCN(c2nc(C)c3cc(NC(=O)COc4ccc(OC(F)(F)F)cc4)ccc3n2)CC1,antagonist activity
10853681,,CHEMBL2021003,pIC50,4.568636235841012,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(O)(C3CCC3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,antagonist activity
10853629,,CHEMBL2021002,pIC50,4.102372908709558,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(O)(C3CCC3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,displacement
10853630,,CHEMBL2021002,pIC50,3.485452247339714,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(O)(C3CCCCC3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,displacement
10853682,,CHEMBL2021003,pIC50,3.8068754016455384,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(O)(C3CCCCC3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,antagonist activity
10853683,,CHEMBL2021003,pIC50,4.173925197299173,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(O)(c3ccccc3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,antagonist activity
10853632,,CHEMBL2021002,pIC50,3.4509967379742124,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(O)(c3ccccc3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,displacement
10853684,,CHEMBL2021003,pIC50,4.259637310505756,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(O)(c3ccc(F)cc3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,antagonist activity
10853633,,CHEMBL2021002,pIC50,3.8239087409443187,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(O)(c3ccc(F)cc3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,displacement
10853634,,CHEMBL2021002,pIC50,3.1972262747080245,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(O)(c3cccc(F)c3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,displacement
10853685,,CHEMBL2021003,pIC50,4.0,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(O)(c3cccc(F)c3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,antagonist activity
10853635,,CHEMBL2021002,pIC50,3.6716203965612624,Displacement of [125I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by SPA binding assay,CHEMBL2021002,,CHEMBL2021002,,,,Cc1nc(N2CCC(O)(c3ccc(F)cn3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,displacement
10853686,,CHEMBL2021003,pIC50,4.229147988357855,Antagonist activity at human MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH peptide mediated response measuring [3H]inositol phosphate production by IP3-SPA-YSI assay,CHEMBL2021003,,CHEMBL2021003,,,,Cc1nc(N2CCC(O)(c3ccc(F)cn3)CC2)nc2ccc(NC(=O)COc3ccc(OC(F)(F)F)cc3)cc12,antagonist activity
10855727,,CHEMBL2021108,pIC50,3.468521082957745,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,C/C(=C\C(=O)Nc1ccc2nc(N3CCC(O)(C4CC4)CC3)nc(C)c2c1)c1ccc(Cl)cc1,antagonist activity
10855669,,CHEMBL2021107,pIC50,3.2740883677049517,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,C/C(=C\C(=O)Nc1ccc2nc(N3CCC(O)(C4CC4)CC3)nc(C)c2c1)c1ccc(Cl)cc1,displacement
10855722,,CHEMBL2021108,pIC50,4.136677139879544,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,Cc1nc(N2CCC(O)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12,antagonist activity
10855664,,CHEMBL2021107,pIC50,3.9706162223147903,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,Cc1nc(N2CCC(O)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12,displacement
10855665,,CHEMBL2021107,pIC50,3.1739251972991736,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,C/C(=C\C(=O)Nc1ccc2nc(N3CCC(O)CC3)nc(C)c2c1)c1ccc(Cl)cc1,displacement
10855723,,CHEMBL2021108,pIC50,3.6439741428068775,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,C/C(=C\C(=O)Nc1ccc2nc(N3CCC(O)CC3)nc(C)c2c1)c1ccc(Cl)cc1,antagonist activity
10855667,,CHEMBL2021107,pIC50,3.4509967379742124,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,C/C(=C\C(=O)Nc1ccc2nc(N3CCC(O)(C4CC4)CC3)nc(C)c2c1)c1ccc(OC(F)(F)F)cc1,displacement
10855725,,CHEMBL2021108,pIC50,3.707743928643524,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,C/C(=C\C(=O)Nc1ccc2nc(N3CCC(O)(C4CC4)CC3)nc(C)c2c1)c1ccc(OC(F)(F)F)cc1,antagonist activity
10855728,,CHEMBL2021108,pIC50,3.9706162223147903,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,Cc1ccc(/C=C/C(=O)Nc2ccc3nc(N4CCC(O)(C5CC5)CC4)nc(C)c3c2)cc1,antagonist activity
10855670,,CHEMBL2021107,pIC50,3.46344155742847,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,Cc1ccc(/C=C/C(=O)Nc2ccc3nc(N4CCC(O)(C5CC5)CC4)nc(C)c3c2)cc1,displacement
10855729,,CHEMBL2021108,pIC50,4.080921907623926,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(C(F)(F)F)cc3)cc12,antagonist activity
10855671,,CHEMBL2021107,pIC50,3.6345120151091,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(C(F)(F)F)cc3)cc12,displacement
10855730,,CHEMBL2021108,pIC50,4.229147988357855,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,COc1ccc(/C=C/C(=O)Nc2ccc3nc(N4CCC(O)(C5CC5)CC4)nc(C)c3c2)cc1,antagonist activity
10855672,,CHEMBL2021107,pIC50,3.9355420107730814,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,COc1ccc(/C=C/C(=O)Nc2ccc3nc(N4CCC(O)(C5CC5)CC4)nc(C)c3c2)cc1,displacement
10855674,,CHEMBL2021107,pIC50,3.696803942579511,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)F)cc3)cc12,displacement
10855732,,CHEMBL2021108,pIC50,4.200659450546418,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(OC(F)F)cc3)cc12,antagonist activity
10855675,,CHEMBL2021107,pIC50,3.207608310501746,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3Cl)cc12,displacement
10855733,,CHEMBL2021108,pIC50,3.2403321553103694,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3Cl)cc12,antagonist activity
10855676,,CHEMBL2021107,pIC50,2.744727494896694,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(N4CCCC4)cc3)cc12,displacement
10855734,,CHEMBL2021108,pIC50,2.838631997765025,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,Cc1nc(N2CCC(O)(C3CC3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(N4CCCC4)cc3)cc12,antagonist activity
10855735,,CHEMBL2021108,pIC50,4.0655015487564325,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,Cc1nc(N2CCC(O)(c3ccccc3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12,antagonist activity
10855677,,CHEMBL2021107,pIC50,2.9605858808238628,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,Cc1nc(N2CCC(O)(c3ccccc3)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12,displacement
10855737,,CHEMBL2021108,pIC50,4.050609993355087,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,Cc1nc(N2CCC(O)(C(C)C)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12,antagonist activity
10855679,,CHEMBL2021107,pIC50,3.7670038896078464,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,Cc1nc(N2CCC(O)(C(C)C)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12,displacement
10855680,,CHEMBL2021107,pIC50,3.6108339156354674,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,CCCC1(O)CCN(c2nc(C)c3cc(NC(=O)/C=C/c4ccc(Cl)cc4)ccc3n2)CC1,displacement
10855738,,CHEMBL2021108,pIC50,4.040958607678906,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,CCCC1(O)CCN(c2nc(C)c3cc(NC(=O)/C=C/c4ccc(Cl)cc4)ccc3n2)CC1,antagonist activity
10855681,,CHEMBL2021107,pIC50,3.5686362358410126,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,CCC1(O)CCN(c2nc(C)c3cc(NC(=O)/C=C/c4ccc(Cl)cc4)ccc3n2)CC1,displacement
10855739,,CHEMBL2021108,pIC50,3.593459819566045,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,CCC1(O)CCN(c2nc(C)c3cc(NC(=O)/C=C/c4ccc(Cl)cc4)ccc3n2)CC1,antagonist activity
10855683,,CHEMBL2021107,pIC50,3.657577319177794,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,Cc1nc(N2CCC(O)(CCO)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12,displacement
10855741,,CHEMBL2021108,pIC50,3.638272163982407,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,Cc1nc(N2CCC(O)(CCO)CC2)nc2ccc(NC(=O)/C=C/c3ccc(Cl)cc3)cc12,antagonist activity
10855684,,CHEMBL2021107,pIC50,3.6108339156354674,Displacement of [125-I]MCH from human recombinant MCHR1 expressed in CHO-K1 cell membranes after 2 hrs by scintillation proximity assay,CHEMBL2021107,,CHEMBL2021107,,,,COCCC1(O)CCN(c2nc(C)c3cc(NC(=O)/C=C/c4ccc(Cl)cc4)ccc3n2)CC1,displacement
10855742,,CHEMBL2021108,pIC50,3.657577319177794,Antagonist activity at human recombinant MCHR1 expressed in CHO-K1 cells assessed as inhibition of MCH-induced IP3 accumulation response preincubated for 10 mins prior MCH peptide-stimulation measured after 45 mins by IP3-SPA-YSI assay,CHEMBL2021108,,CHEMBL2021108,,,,COCCC1(O)CCN(c2nc(C)c3cc(NC(=O)/C=C/c4ccc(Cl)cc4)ccc3n2)CC1,antagonist activity
